UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_IDs
Q62726	CILK1	NA	Cilk1	DOID:0060641|DOID:0111325
Q62735	NR1H4	ENSRNOG00000007197	Nr1h4	DOID:0070225|DOID:0080208|DOID:0080547|DOID:10762|DOID:10787|DOID:12236|DOID:12351|DOID:13580|DOID:13619|DOID:1852|DOID:4947|DOID:5082|DOID:684|DOID:9970
Q62737	CY24A	ENSRNOG00000013014	Cyba	DOID:0050848|DOID:0070193|DOID:10763|DOID:2841|DOID:3083|DOID:3262|DOID:3265|DOID:3393|DOID:5844|DOID:6432|DOID:783|DOID:8947|DOID:9952
Q62745	CD81	ENSRNOG00000020451	Cd81	DOID:12177
Q62751	IREB2	ENSRNOG00000013271	Ireb2	DOID:10652|DOID:11758|DOID:2018|DOID:2355
Q62753	STXB2	ENSRNOG00000000994	Stxbp2	DOID:0110925
Q62755	NR1H2	ENSRNOG00000019812	Nr1h2	DOID:9352|DOID:9970
Q62758	5HT4R	ENSRNOG00000019134	Htr4	DOID:8689
Q62760	TOM20	ENSRNOG00000019980	Tomm20	DOID:767
Q62765	NLGN1	ENSRNOG00000032576	Nlgn1	DOID:0060041|DOID:1824
Q62768	UN13A	ENSRNOG00000018452	Unc13a	DOID:1574|DOID:332
Q62769	UN13B	ENSRNOG00000008237	Unc13b	DOID:1574
Q62770	UN13C	ENSRNOG00000056612	Unc13c	DOID:1574
Q62771	STA5A	ENSRNOG00000019496	Stat5a	DOID:0060074|DOID:3457
Q62774	MYO1A	ENSRNOG00000004177	Myo1a	DOID:0110571|DOID:10003
Q62782	PHX2A	ENSRNOG00000019706	Phox2a	DOID:0080143|DOID:9352
Q62785	HAP28	ENSRNOG00000000990	Pdap1	DOID:3070
Q62792	NRF1	ENSRNOG00000008752	Nrf1	DOID:12858|DOID:2316
Q62796	RBP1	ENSRNOG00000013461	Ralbp1	DOID:10629|DOID:11054|DOID:4074
Q62797	Q62797	ENSRNOG00000006231	Ptpro	DOID:0080384
Q62799	ERBB3	ENSRNOG00000004964	Erbb3	DOID:0050700|DOID:0060074|DOID:0060560|DOID:10283|DOID:11054|DOID:2671|DOID:3083|DOID:571
Q62809	NOGG	ENSRNOG00000023683	Nog	DOID:0050788|DOID:0050789|DOID:0050794|DOID:0080171|DOID:0110975|DOID:12556|DOID:12858|DOID:2340|DOID:2378|DOID:9296|DOID:9352|DOID:9834
Q62812	MYH9	ENSRNOG00000004860	Myh9	DOID:0050567|DOID:0050758|DOID:0060651|DOID:0110032|DOID:0110548|DOID:10003|DOID:1588|DOID:576|DOID:783
Q62814	E2F5	ENSRNOG00000010760	E2f5	DOID:10908
Q62818	EI2BB	ENSRNOG00000006467	Eif2b2	DOID:0060868
Q62826	HNRPM	ENSRNOG00000007921	Hnrnpm	DOID:0080199|DOID:127
Q62833	GRK5	ENSRNOG00000011439	Grk5	DOID:10763|DOID:14330|DOID:6000
Q62838	MUSK	ENSRNOG00000033567	Musk	DOID:0110670|DOID:0111377|DOID:437
Q62840	AMBN	ENSRNOG00000003718	Ambn	DOID:0110065
Q62844	FYN	ENSRNOG00000000596	Fyn	DOID:10652|DOID:3151|DOID:3328|DOID:37|DOID:5419|DOID:557|DOID:9256
Q62847	ADDG	ENSRNOG00000012820	Add3	DOID:0110802|DOID:10763|DOID:13608|DOID:1969
Q62857	DDIT3	ENSRNOG00000006789	Ddit3	DOID:2316|DOID:2527|DOID:2957|DOID:3021|DOID:3083|DOID:5154|DOID:5199|DOID:5363|DOID:5453|DOID:9870
Q62862	MP2K5	ENSRNOG00000007926	Map2k5	DOID:10283
Q62865	PDE3A	ENSRNOG00000025042	Pde3a	DOID:0111247|DOID:6432|DOID:9970
Q62866	S19A1	ENSRNOG00000001232	Slc19a1	DOID:0060770|DOID:784|DOID:9296
Q62878	3BHS4	NA	Hsd3b6	DOID:10652|DOID:10763|DOID:10892|DOID:11612|DOID:12700
Q62885	U119A	ENSRNOG00000011060	Unc119	DOID:0050572|DOID:0111987
Q62888	NLGN2	ENSRNOG00000015430	Nlgn2	DOID:0060041|DOID:11446|DOID:1824|DOID:5419
Q62889	NLGN3	ENSRNOG00000003812	Nlgn3	DOID:0050432|DOID:0060041|DOID:11446|DOID:12849
Q62893	AMHR2	ENSRNOG00000014850	Amhr2	DOID:0050791|DOID:1967|DOID:4441
Q62894	ECM1	ENSRNOG00000021166	Ecm1	DOID:14498
Q62897	KCND3	ENSRNOG00000014686	Kcnd3	DOID:0050970|DOID:0110226
Q62901	RERE	ENSRNOG00000017940	Rere	DOID:0060162
Q62902	LMAN1	ENSRNOG00000024470	Lman1	DOID:2211|DOID:2216
Q62904	DHB7	ENSRNOG00000002826	Hsd17b7	DOID:11612|DOID:1701
Q62909	KIF2C	ENSRNOG00000019100	Kif2c	DOID:9256
Q62910	SYNJ1	ENSRNOG00000002051	Synj1	DOID:0060898|DOID:0080464|DOID:14250|DOID:14330
Q62912	MAD3	ENSRNOG00000016539	Mxd3	DOID:14330
Q62915	CSKP	NA	Cask	DOID:0060041|DOID:0060807|DOID:14711
Q62919	NELL1	ENSRNOG00000015675	Nell1	DOID:2340
Q62920	PDLI5	ENSRNOG00000016419	Pdlim5	DOID:0050700|DOID:0080095|DOID:12930|DOID:423
Q62921	HOIL1	ENSRNOG00000006695	Rbck1	DOID:2747
Q62925	M3K1	ENSRNOG00000013177	Map3k1	DOID:0111769|DOID:1612
Q62927	CNGA1	ENSRNOG00000004778	Cnga1	DOID:0110377|DOID:10584
Q62928	PE2R2	ENSRNOG00000050968	Ptger2	DOID:0111579
Q62930	CO9	ENSRNOG00000013736	C9	DOID:0060303|DOID:0080322|DOID:0110027|DOID:898
Q62931	GOSR1	ENSRNOG00000003971	Gosr1	DOID:1289
Q62935	VWF	ENSRNOG00000019689	Vwf	DOID:0060224|DOID:0060573|DOID:0060574|DOID:0111054|DOID:10159|DOID:10763|DOID:12531|DOID:1312|DOID:13241|DOID:13809|DOID:2217|DOID:2224|DOID:224|DOID:3312|DOID:3407|DOID:3770|DOID:418|DOID:4450|DOID:4783|DOID:5419|DOID:5844|DOID:6432|DOID:783|DOID:8947|DOID:9744|DOID:9970
Q62936	DLG3	ENSRNOG00000002767	Dlg3	DOID:0050776|DOID:0060072|DOID:162|DOID:305
Q62940	NEDD4	ENSRNOG00000058898	Nedd4	DOID:0050477|DOID:767
Q62946	MIA	ENSRNOG00000001499	Mia	DOID:10159
Q62947	ZEB1	ENSRNOG00000017863	Zeb1	DOID:0110857|DOID:11555|DOID:321
Q62956	ERBB4	ENSRNOG00000014248	Erbb4	DOID:0050700|DOID:0060074|DOID:0060210|DOID:10283|DOID:11054|DOID:11832|DOID:2671|DOID:4306|DOID:4450|DOID:571|DOID:6000|DOID:9256
Q62959	LEPR	ENSRNOG00000023664	Lepr	DOID:0050847|DOID:0050848|DOID:0050855|DOID:0080208|DOID:0080547|DOID:10591|DOID:10603|DOID:10605|DOID:10763|DOID:11476|DOID:12236|DOID:12930|DOID:2018|DOID:2349|DOID:3083|DOID:3393|DOID:4195|DOID:4989|DOID:5016|DOID:526|DOID:684|DOID:9352|DOID:9970
Q62967	MVD1	ENSRNOG00000013376	Mvd	DOID:3805
Q62968	SCNAA	ENSRNOG00000032473	Scn10a	DOID:0060170|DOID:0080422|DOID:0111730|DOID:11446|DOID:1826
Q62969	PTGIS	NA	Ptgis	DOID:10763|DOID:10825|DOID:2316|DOID:6432
Q62975	ZPI	ENSRNOG00000048988	Serpina10	DOID:2452
Q62976	KCMA1	ENSRNOG00000005985	Kcnma1	DOID:10652|DOID:11723|DOID:1574|DOID:1827
Q62986	ESR2	ENSRNOG00000005343	Esr2	DOID:0050589|DOID:0060180|DOID:0080500|DOID:10283|DOID:10591|DOID:10652|DOID:1070|DOID:10763|DOID:10892|DOID:11054|DOID:11476|DOID:12361|DOID:14330|DOID:1596|DOID:1612|DOID:1679|DOID:1712|DOID:1909|DOID:2030|DOID:219|DOID:224|DOID:2316|DOID:2841|DOID:3393|DOID:437|DOID:6432|DOID:657|DOID:7148|DOID:8283|DOID:8398|DOID:8577|DOID:8634|DOID:8719|DOID:8778|DOID:9074|DOID:9256|DOID:987|DOID:9970
Q62997	GFRA1	NA	Gfra1	DOID:10487|DOID:11446|DOID:2316|DOID:3049|DOID:9810
Q63008	SC5A5	ENSRNOG00000018822	Slc5a5	DOID:0050328
Q63009	ANM1	ENSRNOG00000026109	Prmt1	DOID:2841
Q63016	LAT1	ENSRNOG00000018824	Slc7a5	DOID:0060041
Q63028	ADDA	ENSRNOG00000013039	Add1	DOID:10591|DOID:10763|DOID:10825|DOID:10908|DOID:11044|DOID:13809|DOID:1936|DOID:1969|DOID:2986|DOID:3328|DOID:5844
Q63042	ALR	ENSRNOG00000013370	Gfer	DOID:0050855|DOID:0111216|DOID:1074|DOID:11383|DOID:3021|DOID:5199|DOID:898
Q63046	RUNX1	ENSRNOG00000001704	Runx1	DOID:289|DOID:3525|DOID:9119
Q63053	ARC	ENSRNOG00000043465	Arc	DOID:11832|DOID:3525
Q63054	ICA69	ENSRNOG00000008628	Ica1	DOID:9351|DOID:9744
Q63060	GLPK	ENSRNOG00000034116	Gk	DOID:0060363|DOID:13810
Q63073	BTG1	ENSRNOG00000004284	Btg1	DOID:11801|DOID:9119
Q63086	CTF1	ENSRNOG00000018962	Ctf1	DOID:0060611|DOID:10763|DOID:12930|DOID:9352
Q63088	CATJ	ENSRNOG00000046476	Ctsj	DOID:11984|DOID:9352
Q63089	S22A1	ENSRNOG00000016337	Slc22a1	DOID:13619|DOID:1852|DOID:2841|DOID:3021
Q63116	Q63116	ENSRNOG00000002227	Kit	DOID:10487|DOID:11044|DOID:11054|DOID:12336|DOID:12449|DOID:1909|DOID:1967|DOID:2154|DOID:2361|DOID:2913|DOID:2999|DOID:3008|DOID:3082|DOID:3263|DOID:350|DOID:4226|DOID:4440|DOID:4441|DOID:4450|DOID:5389|DOID:6171|DOID:9119|DOID:9253|DOID:962
Q63118	CALRL	ENSRNOG00000054695	Calcrl	DOID:0050580
Q63120	MRP2	ENSRNOG00000046727	Abcc2	DOID:0080208|DOID:11832|DOID:12236|DOID:12308|DOID:13580|DOID:1793|DOID:1824|DOID:2044|DOID:2741|DOID:3908|DOID:4947|DOID:783|DOID:8552|DOID:9352|DOID:9452|DOID:9952
Q63135	CR1L	ENSRNOG00000008193	Cr1l	DOID:12365
Q63147	HEM0	ENSRNOG00000000167	Alas2	DOID:0060063|DOID:13270|DOID:13271|DOID:2352|DOID:2355|DOID:2741|DOID:3890|DOID:583|DOID:8955
Q63148	CHRD	ENSRNOG00000001750	Chrd	DOID:11198|DOID:12583
Q63150	DPYS	ENSRNOG00000004298	Dpys	DOID:0111629|DOID:653
Q63151	ACSL3	ENSRNOG00000014718	Acsl3	DOID:0050776|DOID:10283|DOID:1324|DOID:14501|DOID:1612|DOID:2841
Q63155	DCC	ENSRNOG00000033099	Dcc	DOID:0111153|DOID:3748|DOID:5041|DOID:9256
Q63158	Q63158	ENSRNOG00000005472	Sp4	DOID:12930|DOID:1682|DOID:5419
Q63164	DYH1	ENSRNOG00000026914	Dnah1	DOID:0070165|DOID:0080266
Q63184	E2AK2	ENSRNOG00000048315	Eif2ak2	DOID:10652|DOID:12858|DOID:14330|DOID:332|DOID:5453
Q63186	EI2BD	ENSRNOG00000005301	Eif2b4	DOID:0060868
Q63189	PRG2	ENSRNOG00000008394	Prg2	DOID:2841
Q63190	EMD	ENSRNOG00000058882	Emd	DOID:0070246|DOID:11726|DOID:12930
Q63198	CNTN1	ENSRNOG00000004438	Cntn1	DOID:0080101
Q63199	TNR6	ENSRNOG00000019142	Fas	DOID:0050523|DOID:0050697|DOID:0050908|DOID:0060071|DOID:0060108|DOID:0060704|DOID:10223|DOID:10283|DOID:10591|DOID:10652|DOID:10808|DOID:11054|DOID:11383|DOID:11446|DOID:11713|DOID:11832|DOID:12236|DOID:12336|DOID:12337|DOID:12351|DOID:12361|DOID:12449|DOID:12858|DOID:12894|DOID:12930|DOID:13133|DOID:13241|DOID:13767|DOID:14221|DOID:14330|DOID:1485|DOID:1612|DOID:1686|DOID:1909|DOID:1936|DOID:2043|DOID:2048|DOID:224|DOID:2316|DOID:2377|DOID:2378|DOID:2394|DOID:2475|DOID:2671|DOID:2841|DOID:2986|DOID:3021|DOID:3083|DOID:341|DOID:3429|DOID:3459|DOID:3492|DOID:409|DOID:437|DOID:4440|DOID:4448|DOID:4450|DOID:4692|DOID:4752|DOID:4914|DOID:4928|DOID:526|DOID:5327|DOID:6000|DOID:6688|DOID:684|DOID:687|DOID:7148|DOID:768|DOID:83|DOID:8552|DOID:8568|DOID:8577|DOID:8924|DOID:9074|DOID:9119|DOID:9206|DOID:9282|DOID:9744|DOID:9952|DOID:9976
Q63202	ADAM2	ENSRNOG00000017027	Adam2	DOID:10652
Q63203	FCGR2	NA	Fcgr2	DOID:0050745|DOID:0060060|DOID:0060903|DOID:0080162|DOID:0080179|DOID:1037|DOID:1098|DOID:11832|DOID:12134|DOID:12177|DOID:12205|DOID:12206|DOID:1227|DOID:12365|DOID:13375|DOID:14067|DOID:1485|DOID:1556|DOID:1579|DOID:1580|DOID:1588|DOID:1936|DOID:2841|DOID:2921|DOID:3310|DOID:3393|DOID:583|DOID:614|DOID:7148|DOID:783|DOID:8398|DOID:8552|DOID:8577|DOID:8778|DOID:8893|DOID:8924|DOID:9074|DOID:9538
Q63207	FA10	ENSRNOG00000033444	F10	DOID:1612|DOID:2222|DOID:9279
Q63210	GNA12	ENSRNOG00000001235	Gna12	DOID:1858
Q63226	GRID2	ENSRNOG00000006174	Grid2	DOID:0080042
Q63245	FOXD3	NA	Foxd3	DOID:12306
Q63246	FOXC2	ENSRNOG00000047446	Foxc2	DOID:0060260|DOID:0111509|DOID:10952|DOID:4977|DOID:530|DOID:6000|DOID:9352|DOID:9970
Q63247	FOXJ1	NA	Foxj1	DOID:0050144|DOID:0111856|DOID:9562
Q63250	FOXE3	ENSRNOG00000007770	Foxe3	DOID:0060648|DOID:0080607|DOID:0110230|DOID:11367|DOID:14004
Q63257	IL4RA	ENSRNOG00000015441	Il4r	DOID:0050784|DOID:11204|DOID:11963|DOID:1793|DOID:2377|DOID:2841|DOID:2957|DOID:3082|DOID:3310|DOID:3587|DOID:4450|DOID:4483|DOID:4947|DOID:526|DOID:5844|DOID:6543|DOID:7148|DOID:8398|DOID:9538|DOID:9733
Q63258	ITA7	ENSRNOG00000007905	Itga7	DOID:0050700|DOID:0080000|DOID:0110639|DOID:11723|DOID:2349
Q63259	PTPRN	ENSRNOG00000019587	Ptprn	DOID:14330|DOID:9351|DOID:9744
Q63264	IL1B	ENSRNOG00000004649	Il1b	DOID:0050127|DOID:0050848|DOID:0050851|DOID:0050908|DOID:0060180|DOID:0080178|DOID:0080208|DOID:0080600|DOID:0080764|DOID:10126|DOID:10140|DOID:10241|DOID:10247|DOID:10459|DOID:10534|DOID:106|DOID:10652|DOID:1074|DOID:10754|DOID:10762|DOID:10763|DOID:10976|DOID:11054|DOID:11111|DOID:11394|DOID:11446|DOID:11476|DOID:11832|DOID:1184|DOID:12337|DOID:12361|DOID:12987|DOID:13025|DOID:13139|DOID:13141|DOID:13241|DOID:13378|DOID:1387|DOID:1389|DOID:14330|DOID:1485|DOID:1588|DOID:1596|DOID:1612|DOID:1679|DOID:1727|DOID:1793|DOID:1824|DOID:1826|DOID:1883|DOID:216|DOID:2228|DOID:224|DOID:2349|DOID:2355|DOID:2377|DOID:2527|DOID:2841|DOID:2920|DOID:2942|DOID:2957|DOID:2986|DOID:2987|DOID:3021|DOID:3083|DOID:3393|DOID:3454|DOID:3525|DOID:3770|DOID:3908|DOID:418|DOID:4195|DOID:4362|DOID:4481|DOID:4483|DOID:4692|DOID:4780|DOID:4989|DOID:5199|DOID:5463|DOID:552|DOID:5614|DOID:5844|DOID:6432|DOID:684|DOID:7148|DOID:783|DOID:784|DOID:824|DOID:8398|DOID:841|DOID:850|DOID:8552|DOID:8577|DOID:8677|DOID:869|DOID:8725|DOID:874|DOID:8947|DOID:8991|DOID:9074|DOID:9352|DOID:9362|DOID:9402|DOID:9452|DOID:9538|DOID:9563|DOID:9588|DOID:9743|DOID:9744|DOID:9970
Q63269	ITPR3	ENSRNOG00000052795	Itpr3	DOID:0060041|DOID:9744|DOID:9970
Q63270	ACOHC	ENSRNOG00000005849	Aco1	DOID:0080208|DOID:1724
Q63272	JAK3	ENSRNOG00000018669	Jak3	DOID:0050458|DOID:0050523|DOID:0050865|DOID:0090014|DOID:14566|DOID:2531|DOID:5603|DOID:8761
Q63273	GRIK5	ENSRNOG00000020310	Grik5	DOID:11832|DOID:3328
Q63276	BAAT	ENSRNOG00000007395	Baat	DOID:0014667
Q63302	TFEC	ENSRNOG00000061595	Tfec	DOID:3211
Q63313	LBP	ENSRNOG00000014532	Lbp	DOID:13603|DOID:5082|DOID:824|DOID:9970
Q63317	LY6B	NA	Ly6b	DOID:11476
Q63321	PLOD1	ENSRNOG00000007763	Plod1	DOID:0080734|DOID:13359|DOID:1459
Q63327	MOBP	ENSRNOG00000018700	Mobp	DOID:1459|DOID:9255
Q63341	MMP12	ENSRNOG00000030187	Mmp12	DOID:13139|DOID:14004|DOID:14323|DOID:2349|DOID:2377|DOID:3362|DOID:3393|DOID:4467|DOID:4780|DOID:4914|DOID:7693|DOID:9206
Q63345	MOG	ENSRNOG00000000775	Mog	DOID:1210|DOID:2377|DOID:8986
Q63347	PRS7	ENSRNOG00000012026	Psmc2	DOID:162
Q63356	MYO1E	ENSRNOG00000061928	Myo1e	DOID:0111131
Q63358	MYO9B	ENSRNOG00000016256	Myo9b	DOID:10608
Q63362	NDUA5	ENSRNOG00000005698	Ndufa5	DOID:10652
Q63369	NFKB1	ENSRNOG00000023258	Nfkb1	DOID:0080547|DOID:10283|DOID:12177|DOID:12351|DOID:1612|DOID:1909|DOID:224|DOID:3908|DOID:4074|DOID:9452
Q63374	NRX2A	ENSRNOG00000021103	Nrxn2	DOID:0060041
Q63379	MYCN	ENSRNOG00000051372	Mycn	DOID:0060464
Q63398	COE1	ENSRNOG00000028845	Ebf1	DOID:811
Q63400	CLD3	ENSRNOG00000046007	Cldn3	DOID:13976
Q63410	OTX1	ENSRNOG00000059469	Otx1	DOID:8466
Q63413	DX39B	ENSRNOG00000000841	Ddx39b	DOID:9744
Q63421	PDE1C	ENSRNOG00000012337	Pde1c	DOID:0050564
Q63425	PRAX	ENSRNOG00000018369	Prx	DOID:0050540|DOID:0110193
Q63434	PLGF	ENSRNOG00000005650	Pgf	DOID:10591|DOID:10763|DOID:10923|DOID:11400|DOID:1577|DOID:1612|DOID:1798|DOID:1824|DOID:1826|DOID:2316|DOID:2841|DOID:3068|DOID:332|DOID:3328|DOID:3407|DOID:4450|DOID:4977|DOID:5082|DOID:5844|DOID:6000|DOID:6432|DOID:7147|DOID:7148|DOID:783|DOID:8778|DOID:8947|DOID:9074|DOID:9743|DOID:9970
Q63449	PRGR	ENSRNOG00000006831	Pgr	DOID:0060074|DOID:11612|DOID:12700|DOID:289|DOID:9970
Q63467	TFF1	ENSRNOG00000001164	Tff1	DOID:0060074|DOID:0060180|DOID:0080365|DOID:10283|DOID:10534|DOID:10808|DOID:11054|DOID:1380|DOID:2394|DOID:2671|DOID:2871|DOID:3493|DOID:3702|DOID:4001
Q63470	DYR1A	ENSRNOG00000001662	Dyrk1a	DOID:0060041|DOID:0070037|DOID:1059|DOID:14250
Q63472	KCNH1	ENSRNOG00000003841	Kcnh1	DOID:0050861|DOID:4450|DOID:684
Q63474	DDR1	ENSRNOG00000057125	Ddr1	DOID:6000
Q63475	PTPR2	ENSRNOG00000005003	Ptprn2	DOID:11716|DOID:14330|DOID:9351|DOID:9744
Q63483	Q63483	ENSRNOG00000016769	Rab38	DOID:14330|DOID:3753|DOID:576
Q63484	AKT3	ENSRNOG00000021497	Akt3	DOID:10283|DOID:14330|DOID:1574|DOID:219|DOID:2526|DOID:3068|DOID:3069|DOID:3908|DOID:4074|DOID:4450|DOID:5419|DOID:9352
Q63488	S20A2	ENSRNOG00000019490	Slc20a2	DOID:0060230
Q63495	RAGE	ENSRNOG00000000439	Ager	DOID:0050589|DOID:0050697|DOID:0050850|DOID:0050855|DOID:0060224|DOID:0080162|DOID:0080199|DOID:10283|DOID:10646|DOID:10652|DOID:10763|DOID:10941|DOID:11394|DOID:11476|DOID:11981|DOID:1287|DOID:12918|DOID:13207|DOID:13378|DOID:13564|DOID:1485|DOID:1793|DOID:1875|DOID:1891|DOID:1909|DOID:1936|DOID:224|DOID:2316|DOID:2377|DOID:2508|DOID:2841|DOID:3008|DOID:3021|DOID:3083|DOID:3393|DOID:3407|DOID:3525|DOID:3526|DOID:3770|DOID:3908|DOID:418|DOID:4467|DOID:4676|DOID:5082|DOID:520|DOID:5419|DOID:576|DOID:5844|DOID:6000|DOID:6432|DOID:7148|DOID:783|DOID:784|DOID:824|DOID:8398|DOID:8515|DOID:8893|DOID:8947|DOID:9074|DOID:9351|DOID:9352|DOID:9540|DOID:9719|DOID:9744|DOID:9970
Q63503	NR1D1	ENSRNOG00000009329	Nr1d1	DOID:10762|DOID:14018|DOID:1459|DOID:7998|DOID:9352
Q63504	NR1D2	ENSRNOG00000046912	Nr1d2	DOID:0050651
Q63507	RL14	ENSRNOG00000019007	Rpl14	DOID:9074
Q63514	C4BPA	ENSRNOG00000004062	C4bpa	DOID:0080600
Q63515	C4BPB	ENSRNOG00000004125	C4bpb	DOID:0080600
Q63518	MYPC1	ENSRNOG00000056493	Mybpc1	DOID:0060654|DOID:0111598
Q63520	SYCP3	ENSRNOG00000005270	Sycp3	DOID:0070176|DOID:14227
Q63531	KS6A1	ENSRNOG00000042411	Rps6ka1	DOID:3783
Q63537	SYN2	ENSRNOG00000008157	Syn2	DOID:0060041|DOID:1826|DOID:5419
Q63538	MK12	ENSRNOG00000031233	Mapk12	DOID:14330
Q63540	ATX1	ENSRNOG00000016998	Atxn1	DOID:0050954|DOID:1441
Q63544	SYUG	ENSRNOG00000058006	Sncg	DOID:0060193|DOID:10652|DOID:12217|DOID:14330|DOID:1596|DOID:1612|DOID:1686|DOID:1793|DOID:3981|DOID:768|DOID:8725
Q63545	Q63545	ENSRNOG00000017048	Prl8a2	DOID:2945|DOID:3407|DOID:9970|DOID:9993
Q63548	SEM3A	ENSRNOG00000023337	Sema3a	DOID:0090080
Q63556	SPA3M	ENSRNOG00000009921	Serpina3m	DOID:11394|DOID:11949|DOID:1485|DOID:2945|DOID:3083|DOID:3910|DOID:865
Q63560	MAP6	ENSRNOG00000027204	Map6	DOID:5419
Q63563	ABCC9	ENSRNOG00000036960	Abcc9	DOID:0050650|DOID:0060569|DOID:0110451|DOID:10763|DOID:11446|DOID:12930|DOID:3393
Q63570	PRS6B	ENSRNOG00000018994	Psmc4	DOID:332
Q63584	TMEDA	ENSRNOG00000007901	Tmed10	DOID:10652
Q63598	PLST	ENSRNOG00000027520	Pls3	DOID:11476|DOID:12858
Q63604	NTRK2	ENSRNOG00000018839	Ntrk2	DOID:0050156|DOID:0060180|DOID:0080285|DOID:10652|DOID:1094|DOID:11981|DOID:12849|DOID:1470|DOID:1596|DOID:1686|DOID:2055|DOID:3312|DOID:3328|DOID:5419
Q63610	TPM3	ENSRNOG00000017441	Tpm3	DOID:0080102|DOID:0110926|DOID:12930|DOID:3969
Q63615	VP33A	ENSRNOG00000056889	Vps33a	DOID:3753
Q63616	VP33B	ENSRNOG00000013149	Vps33b	DOID:0050763|DOID:0111353|DOID:13580|DOID:557
Q63617	HYOU1	ENSRNOG00000010944	Hyou1	DOID:0111974
Q63618	ESPN	ENSRNOG00000010270	Espn	DOID:0110494
Q63619	COQ7	ENSRNOG00000017012	Coq7	DOID:0070245
Q63622	DLG2	ENSRNOG00000022635	Dlg2	DOID:0060072|DOID:162|DOID:305
Q63632	S12A4	ENSRNOG00000019651	Slc12a4	DOID:1826
Q63633	S12A5	ENSRNOG00000018111	Slc12a5	DOID:0080460|DOID:0111315|DOID:1826
Q63634	NPY5R	ENSRNOG00000014172	Npy5r	DOID:0050830|DOID:11832|DOID:1574|DOID:1825|DOID:2018|DOID:3146|DOID:4247|DOID:5394|DOID:9970
Q63636	Q63636	ENSRNOG00000030018	Gzmc	DOID:0080600|DOID:2799|DOID:3083
Q63637	Q63637	ENSRNOG00000028810	Gzmf	DOID:0080600|DOID:2799|DOID:3083
Q63638	SPEG	ENSRNOG00000019850	Speg	DOID:0111222
Q63639	AL1A2	ENSRNOG00000055049	Aldh1a2	DOID:11198|DOID:9970
Q63645	PAR2	ENSRNOG00000018003	F2rl1	DOID:0060496|DOID:2841|DOID:3083|DOID:850
Q63648	MERL	ENSRNOG00000007948	Nf2	DOID:0111252|DOID:10754|DOID:12689|DOID:1826|DOID:3204|DOID:4450|DOID:4586|DOID:8712
Q63651	GRK1	ENSRNOG00000018430	Grk1	DOID:0110713|DOID:5679|DOID:6000|DOID:8499
Q63652	OPSB	ENSRNOG00000006874	Opn1sw	DOID:11661
Q63661	MUC4	NA	Muc4	DOID:0050625|DOID:0080178|DOID:0080599|DOID:10754|DOID:11204|DOID:11382|DOID:1793|DOID:3030|DOID:3587|DOID:3905|DOID:3910|DOID:4608|DOID:4947
Q63664	KCNJ8	ENSRNOG00000013463	Kcnj8	DOID:0060569|DOID:10763|DOID:11446|DOID:3393
Q63666	VAMP1	ENSRNOG00000019219	Vamp1	DOID:0050772|DOID:3635
Q63673	SHH	ENSRNOG00000006120	Shh	DOID:0050338|DOID:0050784|DOID:0060041|DOID:0080171|DOID:0110875|DOID:0110964|DOID:0111380|DOID:0111564|DOID:0111818|DOID:10487|DOID:10976|DOID:1148|DOID:1312|DOID:13608|DOID:1459|DOID:14679|DOID:2377|DOID:2513|DOID:2986|DOID:3328|DOID:3525|DOID:4621|DOID:5844|DOID:784|DOID:9282
Q63679	KDM3A	ENSRNOG00000007814	Kdm3a	DOID:10283|DOID:219|DOID:3369|DOID:4362|DOID:684|DOID:9261|DOID:9970
Q63686	CDK16	ENSRNOG00000008578	Cdk16	DOID:0050453
Q63688	CP7B1	ENSRNOG00000009730	Cyp7b1	DOID:0110810|DOID:0111070
Q63689	NDF2	ENSRNOG00000028417	Neurod2	DOID:0050709
Q63690	BAX	ENSRNOG00000020876	Bax	DOID:0060071|DOID:0060108|DOID:10283|DOID:10286|DOID:10652|DOID:10763|DOID:11054|DOID:114|DOID:11476|DOID:127|DOID:12704|DOID:12858|DOID:12930|DOID:1307|DOID:14221|DOID:1596|DOID:1612|DOID:1686|DOID:1824|DOID:1875|DOID:2055|DOID:224|DOID:234|DOID:2560|DOID:289|DOID:3021|DOID:3307|DOID:3525|DOID:3669|DOID:3744|DOID:4448|DOID:4467|DOID:4780|DOID:5295|DOID:6000|DOID:7166|DOID:8398|DOID:8466|DOID:9256|DOID:9352|DOID:9952|DOID:9965
Q63691	CD14	ENSRNOG00000017819	Cd14	DOID:0110861|DOID:10487|DOID:10608|DOID:10763|DOID:11335|DOID:1205|DOID:13580|DOID:13603|DOID:13608|DOID:1485|DOID:2841|DOID:2945|DOID:2957|DOID:2986|DOID:3407|DOID:4483|DOID:552|DOID:5844|DOID:824|DOID:8677|DOID:898|DOID:9744
Q63699	CDK2	ENSRNOG00000006469	Cdk2	DOID:10283|DOID:1612|DOID:162|DOID:2920|DOID:4450
Q63707	PYRD	ENSRNOG00000015063	Dhodh	DOID:0111259
Q63716	PRDX1	ENSRNOG00000017194	Prdx1	DOID:0050715
Q63722	JAG1	ENSRNOG00000007443	Jag1	DOID:12930|DOID:13375|DOID:1682|DOID:2377|DOID:6419|DOID:684|DOID:8398|DOID:9245
